Action;Type;DoType;DoEntete;DE_No;DoDomaine;AR_Ref;Qte;Prix;Remise;Montant;Date;User;cbMarq;tables;cbCreateur
ajout_ligne;;23;MT0007564;0;2;30910027;1;0;0;0;2021-03-25 06:30:09;58;344089;F_DOCLIGNE;58  ;2021-03-25
ajout_ligne;Artstock;;;1;;30910027;3331.000000;;;3279884.600000;2021-03-25 06:30:09;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910027;3330.000000;;;3278899.950000;2021-03-25 06:30:09;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007563;0;2;30910027;1;0;0;0;2021-03-25 06:30:09;58;344090;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;1;;30910027;3330.000000;;;3278899.950000;2021-03-25 06:30:09;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910027;3331.000000;;;3279866.950000;2021-03-25 06:30:09;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007564;0;2;ETK10194;1;0;0;0;2021-03-25 06:30:10;58;344091;F_DOCLIGNE;58  ;2021-03-25
ajout_ligne;Artstock;;;1;;ETK10194;38.000000;;;44499.900000;2021-03-25 06:30:10;;41386;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;ETK10194;37.000000;;;43328.850000;2021-03-25 06:30:10;;41386;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007563;0;2;ETK10194;1;0;0;0;2021-03-25 06:30:10;58;344092;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;1;;ETK10194;37.000000;;;43328.850000;2021-03-25 06:30:10;;41386;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;ETK10194;38.000000;;;44499.900000;2021-03-25 06:30:10;;41386;F_ARTSTOCK;58  ;NULL
ajout_ligne;;44;TE000020;0;4;30910027;15.00;0;0;0;2021-03-25 06:35:24;58;344093;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;4;;30910027;30.000000;;;29010.000000;2021-03-25 06:35:25;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;30910027;15.000000;;;14505.000000;2021-03-25 06:35:25;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;;44;TE000020;0;4;30910027;5.00;0;0;0;2021-03-25 06:35:40;58;344094;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;4;;30910027;15.000000;;;14505.000000;2021-03-25 06:35:40;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;30910027;10.000000;;;9670.000000;2021-03-25 06:35:41;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;;44;TE000020;0;4;ETK10181;3.00;0;0;0;2021-03-25 06:35:52;58;344095;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;4;;ETK10181;15.000000;;;33193.800000;2021-03-25 06:35:52;;41551;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;ETK10181;12.000000;;;26555.040000;2021-03-25 06:35:52;;41551;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;30910027;10.000000;;;9670.000000;2021-03-25 06:37:58;;38942;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;30910027;25.000000;;;24175.000000;2021-03-25 06:37:58;;38942;F_ARTSTOCK;58  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-03-25 06:37:58;58;;F_DOCLIGNE;;
suppr_ligne;;44;TE000020;4;4;30910027;15.000000;14505.000000;.000000;14505.000000;2021-03-25 06:37:58;58;344093;F_DOCLIGNE;58  ;2021-03-25 00:00:00
ajout_ligne;;23;MT0007565;0;2;30910027;15.0;0;0;0;2021-03-25 06:37:58;58;344096;F_DOCLIGNE;58  ;2021-03-25
ajout_ligne;Artstock;;;4;;30910027;25.000000;;;24175.000000;2021-03-25 06:37:58;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;30910027;10.000000;;;9670.000000;2021-03-25 06:37:58;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007565;0;2;30910027;15.0;0;0;0;2021-03-25 06:37:58;58;344097;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;1;;30910027;3331.000000;;;3279866.950000;2021-03-25 06:37:58;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910027;3346.000000;;;3294371.950000;2021-03-25 06:37:58;;32326;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;30910027;10.000000;;;9670.000000;2021-03-25 06:37:59;;38942;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;30910027;15.000000;;;14505.000000;2021-03-25 06:37:59;;38942;F_ARTSTOCK;58  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-03-25 06:37:59;58;;F_DOCLIGNE;;
suppr_ligne;;44;TE000020;4;4;30910027;5.000000;4835.000000;.000000;4835.000000;2021-03-25 06:37:59;58;344094;F_DOCLIGNE;58  ;2021-03-25 00:00:00
ajout_ligne;;23;MT0007565;0;2;30910027;5.0;0;0;0;2021-03-25 06:37:59;58;344098;F_DOCLIGNE;58  ;2021-03-25
ajout_ligne;Artstock;;;4;;30910027;15.000000;;;14505.000000;2021-03-25 06:37:59;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;30910027;10.000000;;;9670.000000;2021-03-25 06:37:59;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007565;0;2;30910027;5.0;0;0;0;2021-03-25 06:37:59;58;344099;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;1;;30910027;3346.000000;;;3294371.950000;2021-03-25 06:37:59;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910027;3351.000000;;;3299206.950000;2021-03-25 06:37:59;;32326;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;ETK10181;12.000000;;;26555.040000;2021-03-25 06:37:59;;41551;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;ETK10181;15.000000;;;33193.800000;2021-03-25 06:37:59;;41551;F_ARTSTOCK;58  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-03-25 06:37:59;58;;F_DOCLIGNE;;
suppr_ligne;;44;TE000020;4;4;ETK10181;3.000000;6638.760000;.000000;6638.760000;2021-03-25 06:37:59;58;344095;F_DOCLIGNE;58  ;2021-03-25 00:00:00
ajout_ligne;;23;MT0007565;0;2;ETK10181;3.0;0;0;0;2021-03-25 06:38:00;58;344100;F_DOCLIGNE;58  ;2021-03-25
ajout_ligne;Artstock;;;4;;ETK10181;15.000000;;;33193.800000;2021-03-25 06:38:00;;41551;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;ETK10181;12.000000;;;26555.040000;2021-03-25 06:38:00;;41551;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007565;0;2;ETK10181;3.0;0;0;0;2021-03-25 06:38:00;58;344101;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;1;;ETK10181;30.000000;;;66387.600000;2021-03-25 06:38:00;;41388;F_ARTSTOCK;AND ;NULL
ajout_ligne;Artstock;;;1;;ETK10181;33.000000;;;73026.360000;2021-03-25 06:38:00;;41388;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007566;0;2;30910027;1;0;0;0;2021-03-25 06:38:00;58;344102;F_DOCLIGNE;58  ;2021-03-25
ajout_ligne;Artstock;;;1;;30910027;3351.000000;;;3299206.950000;2021-03-25 06:38:00;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910027;3350.000000;;;3298222.410000;2021-03-25 06:38:00;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007565;0;2;30910027;1;0;0;0;2021-03-25 06:38:00;58;344103;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;1;;30910027;3350.000000;;;3298222.410000;2021-03-25 06:38:00;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910027;3351.000000;;;3299189.410000;2021-03-25 06:38:01;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007566;0;2;30910027;1;0;0;0;2021-03-25 06:38:01;58;344104;F_DOCLIGNE;58  ;2021-03-25
ajout_ligne;Artstock;;;1;;30910027;3351.000000;;;3299189.410000;2021-03-25 06:38:01;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910027;3350.000000;;;3298204.870000;2021-03-25 06:38:01;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007565;0;2;30910027;1;0;0;0;2021-03-25 06:38:01;58;344105;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;1;;30910027;3350.000000;;;3298204.870000;2021-03-25 06:38:01;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910027;3351.000000;;;3299171.870000;2021-03-25 06:38:01;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007566;0;2;ETK10181;1;0;0;0;2021-03-25 06:38:01;58;344106;F_DOCLIGNE;58  ;2021-03-25
ajout_ligne;Artstock;;;1;;ETK10181;33.000000;;;73026.360000;2021-03-25 06:38:01;;41388;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;ETK10181;32.000000;;;70813.440000;2021-03-25 06:38:01;;41388;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007565;0;2;ETK10181;1;0;0;0;2021-03-25 06:38:01;58;344107;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;1;;ETK10181;32.000000;;;70813.440000;2021-03-25 06:38:01;;41388;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;ETK10181;33.000000;;;73026.360000;2021-03-25 06:38:01;;41388;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;30910027;10.000000;;;9670.000000;2021-03-25 06:38:17;;38942;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;30910027;25.000000;;;24175.000000;2021-03-25 06:38:17;;38942;F_ARTSTOCK;58  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-03-25 06:38:17;58;;F_DOCLIGNE;;
suppr_ligne;;44;TE000020;4;4;30910027;15.000000;14505.000000;.000000;14505.000000;2021-03-25 06:38:17;58;344093;F_DOCLIGNE;58  ;2021-03-25 00:00:00
ajout_ligne;;23;MT0007565;0;2;30910027;15.0;0;0;0;2021-03-25 06:38:18;58;344108;F_DOCLIGNE;58  ;2021-03-25
ajout_ligne;Artstock;;;4;;30910027;25.000000;;;24175.000000;2021-03-25 06:38:18;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;30910027;10.000000;;;9670.000000;2021-03-25 06:38:18;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007565;0;2;30910027;15.0;0;0;0;2021-03-25 06:38:18;58;344109;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;1;;30910027;3331.000000;;;3279866.950000;2021-03-25 06:38:18;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910027;3346.000000;;;3294371.950000;2021-03-25 06:38:18;;32326;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;30910027;10.000000;;;9670.000000;2021-03-25 06:38:18;;38942;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;30910027;15.000000;;;14505.000000;2021-03-25 06:38:18;;38942;F_ARTSTOCK;58  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-03-25 06:38:18;58;;F_DOCLIGNE;;
suppr_ligne;;44;TE000020;4;4;30910027;5.000000;4835.000000;.000000;4835.000000;2021-03-25 06:38:18;58;344094;F_DOCLIGNE;58  ;2021-03-25 00:00:00
ajout_ligne;;23;MT0007565;0;2;30910027;5.0;0;0;0;2021-03-25 06:38:18;58;344110;F_DOCLIGNE;58  ;2021-03-25
ajout_ligne;Artstock;;;4;;30910027;15.000000;;;14505.000000;2021-03-25 06:38:18;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;30910027;10.000000;;;9670.000000;2021-03-25 06:38:18;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007565;0;2;30910027;5.0;0;0;0;2021-03-25 06:38:19;58;344111;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;1;;30910027;3346.000000;;;3294371.950000;2021-03-25 06:38:19;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910027;3351.000000;;;3299206.950000;2021-03-25 06:38:19;;32326;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;ETK10181;12.000000;;;26555.040000;2021-03-25 06:38:19;;41551;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;ETK10181;15.000000;;;33193.800000;2021-03-25 06:38:19;;41551;F_ARTSTOCK;58  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-03-25 06:38:19;58;;F_DOCLIGNE;;
suppr_ligne;;44;TE000020;4;4;ETK10181;3.000000;6638.760000;.000000;6638.760000;2021-03-25 06:38:19;58;344095;F_DOCLIGNE;58  ;2021-03-25 00:00:00
ajout_ligne;;23;MT0007565;0;2;ETK10181;3.0;0;0;0;2021-03-25 06:38:19;58;344112;F_DOCLIGNE;58  ;2021-03-25
ajout_ligne;Artstock;;;4;;ETK10181;15.000000;;;33193.800000;2021-03-25 06:38:19;;41551;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;ETK10181;12.000000;;;26555.040000;2021-03-25 06:38:19;;41551;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007565;0;2;ETK10181;3.0;0;0;0;2021-03-25 06:38:19;58;344113;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;1;;ETK10181;30.000000;;;66387.600000;2021-03-25 06:38:19;;41388;F_ARTSTOCK;AND ;NULL
ajout_ligne;Artstock;;;1;;ETK10181;33.000000;;;73026.360000;2021-03-25 06:38:19;;41388;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007566;0;2;30910027;1;0;0;0;2021-03-25 06:38:20;58;344114;F_DOCLIGNE;58  ;2021-03-25
ajout_ligne;Artstock;;;1;;30910027;3351.000000;;;3299206.950000;2021-03-25 06:38:20;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910027;3350.000000;;;3298222.410000;2021-03-25 06:38:20;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007565;0;2;30910027;1;0;0;0;2021-03-25 06:38:20;58;344115;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;1;;30910027;3350.000000;;;3298222.410000;2021-03-25 06:38:20;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910027;3351.000000;;;3299189.410000;2021-03-25 06:38:20;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007566;0;2;30910027;1;0;0;0;2021-03-25 06:38:20;58;344116;F_DOCLIGNE;58  ;2021-03-25
ajout_ligne;Artstock;;;1;;30910027;3351.000000;;;3299189.410000;2021-03-25 06:38:20;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910027;3350.000000;;;3298204.870000;2021-03-25 06:38:20;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007565;0;2;30910027;1;0;0;0;2021-03-25 06:38:20;58;344117;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;1;;30910027;3350.000000;;;3298204.870000;2021-03-25 06:38:20;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910027;3351.000000;;;3299171.870000;2021-03-25 06:38:20;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007566;0;2;ETK10181;1;0;0;0;2021-03-25 06:38:21;58;344118;F_DOCLIGNE;58  ;2021-03-25
ajout_ligne;Artstock;;;1;;ETK10181;33.000000;;;73026.360000;2021-03-25 06:38:21;;41388;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;ETK10181;32.000000;;;70813.440000;2021-03-25 06:38:21;;41388;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007565;0;2;ETK10181;1;0;0;0;2021-03-25 06:38:21;58;344119;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;1;;ETK10181;32.000000;;;70813.440000;2021-03-25 06:38:21;;41388;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;ETK10181;33.000000;;;73026.360000;2021-03-25 06:38:21;;41388;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;30910027;10.000000;;;9670.000000;2021-03-25 06:38:44;;38942;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;30910027;25.000000;;;24175.000000;2021-03-25 06:38:44;;38942;F_ARTSTOCK;58  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-03-25 06:38:44;58;;F_DOCLIGNE;;
suppr_ligne;;44;TE000020;4;4;30910027;15.000000;14505.000000;.000000;14505.000000;2021-03-25 06:38:44;58;344093;F_DOCLIGNE;58  ;2021-03-25 00:00:00
ajout_ligne;;23;MT0007565;0;2;30910027;15.0;0;0;0;2021-03-25 06:38:44;58;344120;F_DOCLIGNE;58  ;2021-03-25
ajout_ligne;Artstock;;;4;;30910027;25.000000;;;24175.000000;2021-03-25 06:38:44;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;30910027;10.000000;;;9670.000000;2021-03-25 06:38:44;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007565;0;2;30910027;15.0;0;0;0;2021-03-25 06:38:44;58;344121;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;1;;30910027;3331.000000;;;3279866.950000;2021-03-25 06:38:44;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910027;3346.000000;;;3294371.950000;2021-03-25 06:38:44;;32326;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;30910027;10.000000;;;9670.000000;2021-03-25 06:38:45;;38942;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;30910027;15.000000;;;14505.000000;2021-03-25 06:38:45;;38942;F_ARTSTOCK;58  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-03-25 06:38:45;58;;F_DOCLIGNE;;
suppr_ligne;;44;TE000020;4;4;30910027;5.000000;4835.000000;.000000;4835.000000;2021-03-25 06:38:45;58;344094;F_DOCLIGNE;58  ;2021-03-25 00:00:00
ajout_ligne;;23;MT0007565;0;2;30910027;5.0;0;0;0;2021-03-25 06:38:45;58;344122;F_DOCLIGNE;58  ;2021-03-25
ajout_ligne;Artstock;;;4;;30910027;15.000000;;;14505.000000;2021-03-25 06:38:45;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;30910027;10.000000;;;9670.000000;2021-03-25 06:38:45;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007565;0;2;30910027;5.0;0;0;0;2021-03-25 06:38:45;58;344123;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;1;;30910027;3346.000000;;;3294371.950000;2021-03-25 06:38:45;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910027;3351.000000;;;3299206.950000;2021-03-25 06:38:45;;32326;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;ETK10181;12.000000;;;26555.040000;2021-03-25 06:38:45;;41551;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;ETK10181;15.000000;;;33193.800000;2021-03-25 06:38:45;;41551;F_ARTSTOCK;58  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-03-25 06:38:45;58;;F_DOCLIGNE;;
suppr_ligne;;44;TE000020;4;4;ETK10181;3.000000;6638.760000;.000000;6638.760000;2021-03-25 06:38:45;58;344095;F_DOCLIGNE;58  ;2021-03-25 00:00:00
ajout_ligne;;23;MT0007565;0;2;ETK10181;3.0;0;0;0;2021-03-25 06:38:45;58;344124;F_DOCLIGNE;58  ;2021-03-25
ajout_ligne;Artstock;;;4;;ETK10181;15.000000;;;33193.800000;2021-03-25 06:38:45;;41551;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;ETK10181;12.000000;;;26555.040000;2021-03-25 06:38:45;;41551;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007565;0;2;ETK10181;3.0;0;0;0;2021-03-25 06:38:45;58;344125;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;1;;ETK10181;30.000000;;;66387.600000;2021-03-25 06:38:45;;41388;F_ARTSTOCK;AND ;NULL
ajout_ligne;Artstock;;;1;;ETK10181;33.000000;;;73026.360000;2021-03-25 06:38:46;;41388;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007566;0;2;30910027;1;0;0;0;2021-03-25 06:38:46;58;344126;F_DOCLIGNE;58  ;2021-03-25
ajout_ligne;Artstock;;;1;;30910027;3351.000000;;;3299206.950000;2021-03-25 06:38:46;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910027;3350.000000;;;3298222.410000;2021-03-25 06:38:46;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007565;0;2;30910027;1;0;0;0;2021-03-25 06:38:46;58;344127;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;1;;30910027;3350.000000;;;3298222.410000;2021-03-25 06:38:46;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910027;3351.000000;;;3299189.410000;2021-03-25 06:38:46;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007566;0;2;30910027;1;0;0;0;2021-03-25 06:38:46;58;344128;F_DOCLIGNE;58  ;2021-03-25
ajout_ligne;Artstock;;;1;;30910027;3351.000000;;;3299189.410000;2021-03-25 06:38:46;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910027;3350.000000;;;3298204.870000;2021-03-25 06:38:46;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007565;0;2;30910027;1;0;0;0;2021-03-25 06:38:46;58;344129;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;1;;30910027;3350.000000;;;3298204.870000;2021-03-25 06:38:46;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910027;3351.000000;;;3299171.870000;2021-03-25 06:38:46;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007566;0;2;ETK10181;1;0;0;0;2021-03-25 06:38:46;58;344130;F_DOCLIGNE;58  ;2021-03-25
ajout_ligne;Artstock;;;1;;ETK10181;33.000000;;;73026.360000;2021-03-25 06:38:46;;41388;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;ETK10181;32.000000;;;70813.440000;2021-03-25 06:38:46;;41388;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007565;0;2;ETK10181;1;0;0;0;2021-03-25 06:38:47;58;344131;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;1;;ETK10181;32.000000;;;70813.440000;2021-03-25 06:38:47;;41388;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;ETK10181;33.000000;;;73026.360000;2021-03-25 06:38:47;;41388;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;30910027;10.000000;;;9670.000000;2021-03-25 06:39:13;;38942;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;30910027;25.000000;;;24175.000000;2021-03-25 06:39:14;;38942;F_ARTSTOCK;58  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-03-25 06:39:14;58;;F_DOCLIGNE;;
suppr_ligne;;44;TE000020;4;4;30910027;15.000000;14505.000000;.000000;14505.000000;2021-03-25 06:39:14;58;344093;F_DOCLIGNE;58  ;2021-03-25 00:00:00
ajout_ligne;;23;MT0007565;0;2;30910027;15.0;0;0;0;2021-03-25 06:39:14;58;344132;F_DOCLIGNE;58  ;2021-03-25
ajout_ligne;Artstock;;;4;;30910027;25.000000;;;24175.000000;2021-03-25 06:39:14;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;30910027;10.000000;;;9670.000000;2021-03-25 06:39:14;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007565;0;2;30910027;15.0;0;0;0;2021-03-25 06:39:14;58;344133;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;1;;30910027;3331.000000;;;3279866.950000;2021-03-25 06:39:14;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910027;3346.000000;;;3294371.950000;2021-03-25 06:39:14;;32326;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;30910027;10.000000;;;9670.000000;2021-03-25 06:39:14;;38942;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;30910027;15.000000;;;14505.000000;2021-03-25 06:39:14;;38942;F_ARTSTOCK;58  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-03-25 06:39:14;58;;F_DOCLIGNE;;
suppr_ligne;;44;TE000020;4;4;30910027;5.000000;4835.000000;.000000;4835.000000;2021-03-25 06:39:14;58;344094;F_DOCLIGNE;58  ;2021-03-25 00:00:00
ajout_ligne;;23;MT0007565;0;2;30910027;5.0;0;0;0;2021-03-25 06:39:15;58;344134;F_DOCLIGNE;58  ;2021-03-25
ajout_ligne;Artstock;;;4;;30910027;15.000000;;;14505.000000;2021-03-25 06:39:15;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;30910027;10.000000;;;9670.000000;2021-03-25 06:39:15;;38942;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007565;0;2;30910027;5.0;0;0;0;2021-03-25 06:39:15;58;344135;F_DOCLIGNE;58;2021-03-25
ajout_ligne;Artstock;;;1;;30910027;3346.000000;;;3294371.950000;2021-03-25 06:39:15;;32326;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;1;;30910027;3351.000000;;;3299206.950000;2021-03-25 06:39:15;;32326;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;ETK10181;12.000000;;;26555.040000;2021-03-25 06:39:15;;41551;F_ARTSTOCK;58  ;NULL
suppr;Artstock;;;4;;ETK10181;15.000000;;;33193.800000;2021-03-25 06:39:15;;41551;F_ARTSTOCK;58  ;NULL
suppr_ligne;Devis;;;;;;;;;;2021-03-25 06:39:15;58;;F_DOCLIGNE;;
suppr_ligne;;44;TE000020;4;4;ETK10181;3.000000;6638.760000;.000000;6638.760000;2021-03-25 06:39:15;58;344095;F_DOCLIGNE;58  ;2021-03-25 00:00:00
ajout_ligne;;23;MT0007565;0;2;ETK10181;3.0;0;0;0;2021-03-25 06:39:15;58;344136;F_DOCLIGNE;58  ;2021-03-25
ajout_ligne;Artstock;;;4;;ETK10181;15.000000;;;33193.800000;2021-03-25 06:39:15;;41551;F_ARTSTOCK;58  ;NULL
ajout_ligne;Artstock;;;4;;ETK10181;12.000000;;;26555.040000;2021-03-25 06:39:15;;41551;F_ARTSTOCK;58  ;NULL
ajout_ligne;;23;MT0007565;0;2;ETK10181;3.0;0;0;0;2021-03-25 06:39:15;58;344137;F_DOCLIGNE;58;2021-03-25
